id,title,slug,created_at,content
779,BMKG: Wilayah DKI Jakarta Dilanda Hujan Petir Disertai Angin Kencang,bmkg-wilayah-dki-jakarta-dilanda-hujan-petir-disertai-angin-kencang,1/13/2022 0:00,"Badan Meteorologi, Klimatologi dan Geofisika (BMKG) memprakirakan sejumlah wilayah di┬á DKI Jakarta berpotensi diguyur hujan disertai petir dan angin kencang pada siang hingga dini hari Data BMKG pada Kamis, mencatat wilayah Jakarta Barat, Jakarta Utara dan Kepulauan Seribu hujan ringan pada pagi hari. Sedangkan Jakarta Pusat, Jakarta Selatan dan Jakarta Timur diperkirakan berawan. BMKG memperingatkan adanya potensi hujan disertai petir dan angin kencang di wilayah Jakarta Barat dan Jakarta Selatan pada siang hingga sore hari. Adapun Jakarta Pusat, Jakarta Timur, Jakarta Utara dan Kepulauan Seribu diperkirakan hujan berintensitas ringan. Memasuki malam hari, wilayah Jakarta Barat, Jakarta Pusat, Jakarta Timur, Jakarta Utara dan Kepulauan Seribu diramalkan hujan ringan, sementara Jakarta Selatan berawan. Cuaca di Jakarta Barat, Jakarta Utara, dan Kepulauan Seribu pada Jumat (14/1) dini hari diperkirakan hujan disertai petir dan angin kencang. Jakarta Pusat dan Jakarta Timur diprediksi hujan ringan, sedangkan wilayah Jakarta Selatan diperkirakan berawan. Suhu udara di Jakarta secara umum berada pada temperatur antara 24 hingga 32 derajat Celsius, dengan kelembaban udara antara 70 hingga 95 persen. Di Jawa Barat, Kota Bekasi bakal mengawali hari dengan hujan ringan, sedangkan Depok dan Kota Bogor berawan. Siang hingga malam hari, ketiga wilayah itu diguyur hujan ringan. Dapatkan informasi, inspirasi dan insight di email kamu. Daftarkan email Di Banten, Kota Tangerang dan Tangerang Selatan akan mengawali hari dengan cuaca cerah berawan. Siang hingga sore, kedua wilayah itu diguyur hujan sedang. Kemudian hujan ringan pada malam hari. ┬á ┬á"
780,"Kenaikan Terbesar Inflasi AS Genjot Harga Emas 8,8 Dolar AS",kenaikan-terbesar-inflasi-as-genjot-harga-emas-88-dolar-as,1/13/2022 0:09,"Harga emas menguat pada akhir perdagangan Rabu atau Kamis (13/1/2022) pagi WIB. Itu terjadi setelah data menunjukkan inflasi AS berada dalam ekspektasi, melemahkan dolar dan mendorong pembelian dari investor yang tampaknya telah memperkirakan kemungkinan lintasan kenaikan suku bunga Federal Reserve. Kontrak emas paling aktif untuk pengiriman Februari di divisi Comex New York Exchange, terdongkrak 8,8 dolar AS atau 0,48 persen, menjadi ditutup pada 1.827,30 dolar AS per troy ounce, memperpanjang kenaikan untuk hari ketiga berturut-turut. Dolar jatuh ke level terendah dua bulan setelah data menunjukkan inflasi AS mencatat kenaikan tahunan terbesar dalam hampir empat dekade, membuat emas lebih menarik bagi investor luar negeri. Imbal hasil obligasi pemerintah AS 10-tahun AS juga tergelincir. Departemen Tenaga Kerja AS melaporkan pada Rabu (12/1/2022) bahwa indeks harga konsumen (IHK) AS pada Desember naik 0,5 persen bulan ke bulan dan naik 7,0 persen tahun ke tahun. Pertumbuhan 7,0 persen mewakili level tertinggi dalam hampir 40 tahun. Data menunjukkan bahwa inflasi AS yang tinggi kemungkinan akan bertahan hingga 2022, dan tinggi di atas target tahunan Federal Reserve sebesar 2,0 persen, menurut analis pasar kemungkinan mendorong percepatan dalam pengurangan pembelian aset dan pengetatan kuantitatif oleh Federal Reserve. Analis Standard Chartered, Suki Cooper mengatakan harga emas telah bertahan ""sangat baik"" bahkan ketika pasar terus mencari kenaikan suku bunga Fed pertama pada Maret. ""Secara historis, emas cenderung memperkirakan kenaikan suku bunga lebih awal. Aksi harga menunjukkan bahwa pasar telah memperhitungkan hambatan kenaikan suku bunga dan ruang lingkup untuk penguatan dolar jangka pendek."" Sementara, emas dianggap sebagai lindung nilai terhadap inflasi yang melonjak, kenaikan suku bunga yang dihasilkan diterjemahkan ke dalam meningkatnya peluang kerugian memegang emas yang tidak memberikan imbal hasil. Tetapi peningkatan tekanan inflasi kemungkinan akan membuat emas tetap didukung dalam beberapa minggu mendatang, mendorongnya di atas resistensi teknis di sekitar 1.830 dolar AS, kata David Meger, direktur perdagangan logam di High Ridge Futures. Pembatas kenaikan emas adalah keuntungan di Wall Street karena angka inflasi meredakan beberapa kekhawatiran tentang kenaikan suku bunga yang lebih cepat dari perkiraan. ""Emas sepertinya berada di tempat yang baik karena imbal hasil obligasi pemerintah tidak akan reli lebih tinggi sampai pasar keuangan memiliki kepastian limpasan neraca dan itu tidak akan terjadi sampai setidaknya beberapa pertemuan Fed lagi,"" kata Edward Moya, analis pasar senior di broker OANDA, dalam sebuah catatan. Logam mulia lainnya, perak untuk pengiriman Maret naik 39,5 sen atau 1,73 persen, menjadi ditutup pada 23,207 dolar AS per ounce. Platinum untuk pengiriman April naik 6,9 dolar AS atau 0,71 persen, menjadi ditutup pada 980,1 dolar AS per ounce."
781,"Wall Street, EIDO dan Harga Komoditas Kompak Jadi Katalis Positif IHSG",wall-street-eido-dan-harga-komoditas-kompak-jadi-katalis-positif-bagi-ihsg,1/13/2022 2:10,"Analis memperkirakan, laju Indeks Harga Saham Gabungan (IHSG) Kamis (13/1/2022) mengalami penguatan seiring positifnya sentimen dari bursa saham global dan harga komoditas. Belasan saham pun disuguhkan. Dalam delapan menit pertama perdagangan hingga pukul 09.08 WIB, IHSG mengarah ke zona merah 2,621 poin (0,04%) ke posisi 6.644,45. Padahal, indeks sempat mencapai tertingginya di 6.667,941 atau menguat 20,876 poin dan terendahnya 6.638,215 atau melemah 8,850 poin dari posisi pembukaan di angka hijau 6.659. Kepala riset MNC Sekuritas Edwin Sebayang memperkirakan laju IHSG Kamis ini menguat. Salah satu pendorongnya adalah tren kenaikan yang kembali terjadi di Indeks Dow Jones Industrial Average (DJIA) sebesar 0,11%. Sentimen positif tersebut dikombinasikan dengan kembali menguatnya iShares MSCI Indonesia ETF (EIDO) sebesar 0,30%. ÔÇ£ Hopefully tidak terjadi pergerakan anomali seperti kemarin di mana EIDO juga mengalami penguatan serta Bursa Asia juga sebagian besar menguat sementara IHSG justru melempem seperti tidak bertenaga,ÔÇØ katanya dalam riset dikutip Kamis (13/1/2022). Kenaikan yang terjadi di Wall Sstreet dan EIDO memperkuat sentimen positif dari penguatan kembali harga beberapa komoditas, seperti minyak yang naik 1,42%, emas 0,29%, batu bara 3,03%, nikel 1,04% dan timah 1,33%. ÔÇ£Semua itu berpotensi nenjadi sentimen positif dan menjadi pendorong IHSG untuk menguat Kamis ini,ÔÇØ ucapnya tandas. Edwin memperkirakan, laju IHSG akan berada dalam kisaran support 6.590 dan resistance 6.685. Di atas semua itu, dia merekomendasikan belasan saham pilihannya berikut ini: Saham PT Vale Indonesia Tbk (INCO) dalam kisaran support 4.160 dan resistance 4.600. Rekomendasi neutral, buy di 4.380 dengan target harga di 4.600 dan stop-loss di 4.160. Saham PT Unilever Indonesia Tbk (UNVR) dalam kisaran support 4.110 dan resistance 4.550. Rekomendasi beli di 4.330 dengan target harga di 4.550 dan stop-loss di 4.110. Saham PT Indofood Sukses Makmur Tbk (INDF) dalam kisaran support 6.275 dan resistance 6.925. Rekomendasi strong buy di 6.600 dengan target harga di 6.925 dan stop-loss di 6.275. Saham PT Harum Energy Tbk (HRUM) dalam kisaran support 11.025 dan resistance 12.175. Rekomendasi strong buy di 11.600 dengan target harga di 12.175 dan stop-loss di 11.025. Saham PT Bank Mandiri (Persero) Tbk (BMRI) dalam kisaran support 6.800 dan resistance 7.500. Rekomendasi strong buy di 7.150 dengan target harga 7.500 dan stop-loss di 6.800. Rekomendasi saham-saham lainnya adalah PT United Tractors Tbk (UNTR), PT Chandra Asri Petrochemical Tbk (TPIA), PT Charoen Pokphand Indonesia Tbk (CPIN), PT Indofood Sukses Makmur Tbk (INDF), PT Tower Bersama Infrastructure Tbk (TBIG), dan PT Kalbe Farma Tbk (KLBF). Disclaimer : Pelajari dengan teliti sebelum membeli atau menjual saham. Inilah.com tidak bertanggung jawab atas keuntungan atau kerugian yang timbul. Keputusan investasi ada di tangan investor."
782,KPK Gelar OTT di Penajam Paser Utara,kpk-gelar-ott-di-penajam-paser-utara,1/13/2022 2:29,"Komisi Pemberantasan Korupsi (KPK) kembali menggelar operasi tangkap tangan (OTT). Kali ini operasi senyap tim penindakan lembaga antirasuah berlangsung di Penajam Paser Utara, Kalimantan timur. ""Benar KPK kemarin tgl 12 January 2022 telah melakukan giat tangkap tangan terhadap penyelenggara negara di wilayah Penajam Paser Utara,"" kata Wakil Ketua KPK Nurul Ghufron saat sikonfirmasi, Kamis (13/1/2022). Namun, Ghufrom belum mau merinci lebih jauh tindak pidana korupsi dan sejumlah pihak yang menjadi target OTT. Sejumlah pihak yang ditangkap tersebut tengah diperiksa intensif oleh penyidik ""Sementara ini kami masih melakukan pemeriksaan selama 1x24 jam untuk memperjelas duduk perkaranya,"" ujarnya. Ghufron berjanji akan menjelaskan seluruh kontruksi perkara saat jumpa pers. KPK memiliki waktu 1x24 jam untuk menentukan status hukum sejumlah pihak yang ditangkap tersebut. ""Karena itu kami minta masyarakat bersabar dan memberi kesempatan kepada tim KPK untuk bekerja menyelidiki kasusu ini, selanjutnya nanti akan kami infokan secara lebih komprehensif,"" kata Ghufron."
783,KPK Tangkap Bupati Penajam Paser Bersama 10 Orang,kpk-tangkap-bupati-penajam-paser-bersama-10-orang,1/13/2022 2:55,"Komisi Pemberantasan Korupsi atau KPK tangkap Bupati Penajam Paser Utara, Kalimantan Timur (Kaltim), Abdul Gafur Mas'ud. KPK tangkap Bupati Penajam Paser Utara beserta 10 orang lainnya atas kasus dugaan korupsi pada Rabu (12/1). ""KPK melakukan tangkap tangan salah satu bupati di wilayah Kaltim. Yaitu Bupati Penajam Paser Utara beserta 10 orang pihak terlibat tim Kedeputian Bidang Penindakan KPK amankan,"" kata Ketua KPK Firli Bahuri dalam keterangannya di Jakarta, Kamis. Kendati demikian, Firli belum menyampaikan secara rinci siapa 10 orang lainnya yang turut KPK tangkap tersebut. Ia mengatakan tim KPK saat ini masih bekerja memeriksa pihak-pihak yang telah KPK tangkap itu. ""Terima kasih atas dukungan masyarakat dan seluruh pihak sehingga KPK bisa melaksanakan tugas-tugas pemberantasan korupsi,"" ujar Firli. Sebelumnya, Wakil Ketua KPK Nurul Ghufron mengatakan operasi tangkap tangan (OTT) di Kabupaten Penajam Paser Utara terkait kasus dugaan penerimaan suap dan atau gratifikasi. Sesuai KUHAP, KPK memiliki waktu 1x24 jam untuk menentukan status dari pihak-pihak tersebut. Sebelumnya, KPK kembali menggelar operasi tangkap tangan (OTT). Kali ini operasi senyap tim penindakan lembaga antirasuah berlangsung di Penajam Paser Utara, Kalimantan timur. ÔÇ£Benar KPK kemarin tgl 12 January 2022 telah melakukan giat tangkap tangan terhadap penyelenggara negara di wilayah Penajam Paser Utara,ÔÇØ kata Wakil Ketua KPK Nurul Ghufron saat sikonfirmasi, Kamis (13/1/2022). Namun, Ghufrom belum mau merinci lebih jauh tindak pidana korupsi dan sejumlah pihak yang menjadi target OTT. Sejumlah pihak yang ditangkap tersebut tengah diperiksa intensif oleh penyidik ÔÇ£Sementara ini kami masih melakukan pemeriksaan selama 1├ù24 jam untuk memperjelas duduk perkaranya,ÔÇØ ujarnya."
784,Kurniawan Dwi Yulianto Ditunjuk Latih Klub Italia FC Como,kurniawan-dwi-yulianto-ditunjuk-latih-klub-italia-fc-como,1/13/2022 3:07,"Mantan Pemain Timnas Indonesia, Kurniawan Dwi Yulianto mengaku telah ditunjuk sebagai asisten pelatih klub kasta kedua Liga Italia, Como 1907. Klub yang pernah dihuni Pep Guardiola┬áini bersaing di Serie B setelah promosi dari Serie C pada akhir musim lalu. Tim asuhan pelatuh Giacomo Gattuso itu nangkring di posisi ke-11 dari 20 tim peserta kompetisi Serie B. Klub berjuluk I Lariani itu jadi milik Djarum Group pada akhir 2019. Como sempat bangkrut pada 2004 dan baru kembali bangkit pada 2017. Ketika FC Como memastikan promosi, salah satu petinggi klub menghubungi Kurniawan Dwi Yulianto. Ia meminta Kurniawan Dwi Yulianto untuk bergabung ke tim kepelatihan FC Como. Namun, karena masih terikat kontrak dengan klub Malaysia, Sabah FC, Kurniawan Dwi Yulianto menolak halus tawaran tersebut. Namun, takdir pada akhirnya membawa Kurniawan Dwi Yulianto ke Italia. Setelah mundur dari Sabah FC akhir Agustus 2021, Kurniawan Dwi Yulianto kembali bernegosiasi dengan FC Como. Alhasil, Kurniawan Dwi Yulianto resmi menjadi asisten pelatih FC Como, klub yang pernah mentas di Serie A. ÔÇ£Tak terbayang bisa menjadi asisten pelatih di sana, enggak pernah punya mimpi juga. Tahun lalu saat Como promosi ke Serie B, sekitar bulan 7 saya┬á pak Nirwan menghubungi. Pak Nirwan bilang, saya ingin punya pelatih dari Indonesia untuk jadi Asisten,ÔÇØ cerita Kurniawan Dwi Yulianto mengutip dari YouTube Akurasi TV. ÔÇ£Tapi saya bilang, saya masih terikat kontrak dengan Sabah FC. Jika rezeki, kontrak saya dengan Sabah FC habis pada Desember 2021. Mungkin ini sudah jalannya. Saya komunikasi lagi dan mereka masih menerima saya,ÔÇØ lanjut Kurniawan Dwi Yulianto. Namun, karena masalah izin kerja, Kurniawan Dwi Yulianto belum bisa gabung ke FC Como dalam waktu dekat. Untuk sementara, Kurniawan Dwi Yulianto bakal membantu tim Garuda Select yang saat ini sedang berguru di Inggris. ÔÇ£Saya ingin mengirim visa ke Italia. Tapi, karena Omicron, pemerintah Italia tidak mengeluarkan visa. Ini kan Como satu program sama Garuda Select ya. Daripada tidak ngapa-ngapain, saya pergi ke UK dulu,ÔÇØ tutup Kurniawan Dwi Yulianto."
785,"Piala Super Italia: Kalahkan Juventus, Inter Milan Juara",piala-super-italia-kalahkan-juventus-inter-milan-juara,1/13/2022 3:20,"Alexis Sanchez memanfaatkan kesalahan barisan pertahanan Juventus pada detik-detik terakhir perpanjangan waktu saat Inter mengalahkan Juventus 2-1 untuk mengangkat Piala Super Italia di San Siro, Kamis pagi WIB. Nerazzurri diperkuat skuad lengkap termasuk Edin Dzeko yang pulih dari COVID. Mereka juga memasuki laga ini dengan bekal delapan kemenangan Serie A berturut-turut. Sebaliknya Juve tak diperkuat Federico Chiesa yang terpaksa absen karena operasi lutut dan demikian pula Matthijs de Ligt dan Juan Cuadrado yang terkena skors. Sedangkan Wojciech Szczesny absen setelah terlambat mendapatkan vaksin COVI, Danilo dan Aaron Ramsey cedera, Leonardo Bonucci tidak sepenuhnya fit. Penonton tuan rumah meledak kegirangan ketika Sanchez yang baru turun sebagai pemain pengganti mencetak gol dari jarak dekat pada menit ke-120 yang menentukan akhir pertandingan 'Derbi Italia' antara dua seteru abadi. Weston McKennie terlebih dahulu membawa klub Turin unggul sebelum Lautaro Martinez menyamakan kedudukan dari titik penalti pada babak pertama. Pertandingan menjadi lebih rumit setelah turun minum ketika Inter mendominasi penguasaan bola dan penciptakaan peluang gol. Adu penalti sepertinya bakal tak terelakkan ketika waktu terus berjalan tanpa ada gol tercipta lagi. Sampai kemudian Sanchez mencetak gol untuk membawa Inter menjuarai Piala Super yang keenam kalinya dan yang pertama sejak 2010, demikian laporan Reuters. ­ƒÅå | #IMWinner ÔÜ½´©Å­ƒöÁ Buonanotte #InterFans ... Sempre che riusciate a dormire ­ƒÄë pic.twitter.com/QoWStybUAu ÔÇö Inter ­ƒÅå­ƒç«­ƒç╣ (@Inter) January 13, 2022"
786,Jokowi Kendarai Motor Custom Tinjau Sirkuit Mandalika,jokowi-kendarai-motor-custom-tinjau-sirkuit-mandalika,1/13/2022 3:21,"Presiden Joko Widodo atau Jokowi kendarai sepeda motor saat menuju ke ke Sirkuit Mandalika di Kabupaten Lombok Tengah, NTT, Kamis sekitar pukul 10.00 WITA. Setelah tiba di Bandara Internasional Lombok, Jokowi bersama rombongan pejabat pemerintah mengecek kesiapan fasilitas bandara. Kemudian rombongan keluar dari terminal kedatangan di bandara. Jokowi kendarai motor saat keluar. Presiden Jokowi mengendarai sepeda motor custom berwarna hijau metalik menuju ke Sirkuit Mandalika. Jokowi akan melalui Jalan Bypass Mandalika Lombok untuk melakukan simulasi kedatangan penonton MotoGP. Jokowi mengunjungi Pulau Lombok untuk mengecek kesiapan sarana dan prasarana Sirkuit Mandalika. Hal ini sebagai penunjang penyelenggaraan MotoGP di Sirkuit Mandalika, yang rencananya berlangsung 18 sampai 20 Maret 2022. Rencananya rombongan Presiden Jokowi berhenti di beberapa lokasi. Ini Jokowi lakukan untuk mengecek sarana dan prasarana pendukung penyelenggaraan MotoGP seperti fasilitas sirkuit, jalan, dan penginapan. ""Presiden Jokowi akan menjadi simulator kedatangan penonton MotoGP. Mulai dari kedatangan dan jalan menuju sirkuit, di mana tempat (tes) PCR dan di mana tempat penukaran tiket sampai dengan masuk di tribun sirkuit,"" kata Bupati Lombok Tengah, H Lalu Pathul Bahri. Sebelumnya, Mandalika Grand Prix Association (MGPA) menyebutkan, 4.529 tiket menonton MotoGP Sirkuit Mandalika sudah ludes terjual dalam sepekan. ÔÇ£Tiket yang terjual itu terdiri dari 2.738 tiket harian, 773 tiket weekend pass. Dan 1.018 tiket 3 days pass,ÔÇØ kata Vice President Director MGPA Cahyadi Wanda, Selasa (11/1/2022). Tiket yang telah terjual itu merupakan akumulasi dari penjualan tiket Premium Grandstand dan VIP Hospitality Suites (Premiere Class dan Deluxe Class). 4.529 tiket MotoGP ludes terjual sejak 6 Januari 2022. ÔÇ£Tiket VIP Hospitality Suites Premiere Class sendiri, yang tersedia sebanyak 900 tiket, telah habis terjual pada hari pertama penjualan (6 Januari 2022),ÔÇØ katanya. Dia mengimbau kepada pecinta balap di Tanah Air agar segera membeli tiket sebelum kehabisan. Warga bisa membeli tiket di partner resmi yang telah panitia tunjuk, baik luring maupun daring."
787,BSI Resmikan Outlet Prioritas untuk Nasabah Beraset Jumbo,bsi-resmikan-outlet-prioritas-untuk-nasabah-beraset-jumbo,1/13/2022 3:45,"Tak terkecuali bagi nasabah prioritas, PT Bank Syariah Indonesia Tbk (BSI) berkomitmen terus meningkatkan layanan untuk semua segmen nasabah. Hingga kini jumlah dana kelolaan layanan khusus nasabah prioritas di BSI sudah mencapai┬á lebih dari Rp50 triliun berasal dari penghimpunan dana 40.000 nasabah. ÔÇ£Untuk itu kami menambah┬á outlet BSI Prioritas di The Tower Jakarta. Outlet BSI Prioritas ini dikhususkan untuk nasabah yang masuk dalam segmen affluent & high net worth. Yaitu nasabah yang memiliki asset under management (AUM) mulai dari Rp500 juta,ÔÇØ ungkap Direktur Utama BSI Hery Gunardi saat peluncuran Outlet BSI Prioritas di Jakarta, Rabu (12/1/2022). Direktur Utama PT Bank Syariah Indonesia Tbk (BSI) Hery Gunardi (tengah) bersama dengan Direktur Finance & Strategy BSI Ade Cahyo Nugroho (belakang) dan Direktur Sales & Distribution BSI Anton Sukarna (kanan) menandai peresmian Outlet BSI Prioritas dengan sand art BSI Prioritas, Rabu (12/1/2022). Foto: Humas BSI Outlet Prioritas ke 10 ini┬á melengkapi layanan segmen atas, yang sudah hadir di 9 titik lainnya yang tersebar di beberapa kota antara lain Aceh, Padang, Jakarta, Bandung, Yogyakarta, Solo, Semarang dan Makassar. Dalam keterangan tertulis yang diterima Inilah.com Kamis (13/1/2022), Hery menjelaskan, dengan terus bertambahnya outlet BSI Prioritas pihaknya ingin terus meningkatkan layanan wealth management berbasis syariah. Hingga saat ini, ada beragam produk wealth management yang ditawarkan BSI kepada nasabah prioritas seperti investasi melalui Reksa Dana Syariah, Sukuk dan Bancassurance. Wealth management merupakan salah satu segmen individual di perbankan yang memiliki potensi besar dengan pertumbuhan positif. Walaupun jumlah rekening segmen tersebut tidak sampai 1 persen dari total rekening DPK di bank, namun nominal simpanan porsinya di atas 50 persen dari total nominal simpanan individu. ÔÇ£Kami optimis layanan wealth management berbasis syariah akan terus berkembang, seiring dengan kinerja private wealth management di Indonesia yang semakin baik.┬á Artinya bisnis di segmen tersebut merupakan sektor yang berkembang dan mempunyai potensi besar dalam memberikan nilai atau keuntungan bagi perbankan,ÔÇØ tambah Hery. Ia menambahkan melalui layanan tersebut diharapkan dapat menumbuhkan aset nasabah sehingga memberikan kemaslahatan bagi keluarga dalam hal waris serta manfaat yang berkelanjutan melalui pembayaran zakat, infak, sedekah, dan wakaf (ZISWAF). ÔÇ£Kehadiran BSI Prioritas diharapkan menjadi kebaikan bagi nasabah dan masyarakat, dimana aset finansial dapat dikelola dengan baik sehingga tidak hanya bertumbuh, tapi juga memberikan manfaat yang lebih luas dan berkelanjutan kepada nasabah,ÔÇØ ujar Hery menekankan. Hery pun mengatakan BSI optimistis bahwa aset kekayaan yang dimiliki oleh segmen prioritas dapat memberikan nilai lebih dari sisi penyaluran ZISWAF kepada kaum yang membutuhkan. Hal ini sejalan dengan kehadiran BSI yang memiliki keunikan produk, inklusif, modern dan terdigitalisasi dengan prinsip Syariah. BSI Dukung Program Pengungkapan Sukarela Wajib Pajak Sementara itu,┬á emiten bank syariah yang berkode saham BRIS ini juga mendukung Program Pengungkapan Sukarela (PPS) Wajib Pajak alias Tax Amnesty Jilid II yang mulai diberlakukan pemerintah awal tahun ini. Untuk itu,┬á melalui Outlet Prioritas, BSI juga akan membantu mensosialisasikan program tax amnesty dengan cara menyediakan fasilitas konsultasi tentang perpajakan. Sehingga nasabah prioritas dapat melaporkan dan membayarkan pajaknya, selain memperoleh layanan pengelolaan dana secara komprehensif. Kebijakan pemerintah menetapkan Tax Amnesty Jilid II memberikan peluang pertumbuhan bagi bisnis private wealth management. ÔÇ£Dari penyelenggaraan program Tax Amnesty ini menciptakan lebih banyak peluang dari segmen wealth di Indonesia untuk tumbuh lebih optimal,ÔÇØ tutup Hery."
788,KPK Segel Rumah dan Ruangan Kantor Penajam Paser Utara,kpk-segel-rumah-dan-ruangan-kantor-penajam-paser-utara,1/13/2022 3:45,"Komisi Pemberantasan Korupsi atau KPK segel rumah Jabatan Bupati Penajam Paser Utara dan ruangan kantor di lingkungan pemerintah kabupaten setempat. KPK segel rumah jabat dan ruangan kantor setelah melakukan operasi tangkap tangan pada Bupati Penajam Paser Utara, Abdul Gafur Mas'ud KPK memasang garis segel pada pintu Rumah Jabatan Bupati Penajam Paser Utara yang berada di Jalan Unocal, Kelurahan Penajam, Kecamatan Penajam. Sejumlah ruangan di Kantor Sekretariat Daerah Kabupaten Penajam Paser Utara juga terpasang segel merah hitam tersebut, yakni pintu koridor menuju ruang kerja bupati dan pintu ruangan kerja sekretaris daerah. Ruangan kantor Kepala Dinas Pekerjaan Umum dan Penataan Ruang (PUPR) Kabupaten Penajam Paser Utara ikut tersegel oleh KPK. KPK Segel Rumah Setelah Lakukan OTT Informasinya penyegelan terjadi setelah KPK melakukan OTT di Kabupaten Penajam Paser Utara, Rabu (12/1). Wakil Ketua KPK Nurul Ghufron mengatakan OTT di Kabupaten Penajam Paser Utara terkait dugaan penerimaan suap dan atau gratifikasi. Sementara itu, sampai dengan saat ini, belum ada pejabat Pemerintah Kabupaten Penajam Paser Utara memberikan keterangan menyangkut penyegelan oleh KPK tersebut. Suasana di Rumah Jabatan Bupati Penajam Paser Utara dan di sejumlah ruangan yang tersegel KPK tampak sepi. KPK menangkap Bupati Penajam Paser Utara beserta 10 orang lainnya dalam OTT tersebut. Namun KPK belum menyampaikan secara rinci 10 orang lainnya yang turut ditangkap, sebab masih melakukan pemeriksaan. Sesuai Kitab Undang-Undang Hukum Pidana atau KUHP, KPK memiliki waktu 1x24 jam untuk menentukan status pihak-pihak yang telah tertangkap tersebut."
789,"Cegah Kasus Predator Santriwati, Kemenag Bakal Investigasi Ponpes",cegah-kasus-predator-santriwati-kemenag-bakal-investigasi-ponpes,1/13/2022 3:48,"Kementerian Agama (Kemenag) bakal melakukan investigasi terhadap pondok pesantren (ponpes) untuk mencegah terjadinya kembali kasus predator seks di lingkungan ponpes. Wakil Menteri Agama Zainut Tauhid Sa'adi mengatakan instruksi dari Menteri Agama telah diberikan perihal investigasi tersebut. ""Melakukan investigasi agar kita mendapakan data sehingga kami bisa melakukan mitigasi,"" ujarnya. Dengan adanya investigasi tersebut, dirinya berharap tidak ada lagi kasus kekerasan seksual di pesantren tidak lagi terulang. Pihaknya juga terus melakukan koordinasi dengan berbagai pihak sejak munculnya kasus kekerasan seksual di ponpes yang melibatkan pengajar dengan santriwati. Investigasi dilakukan mulai dari jajaran di tingkat provinsi, kabupaten supaya Kemenag mendapatkan data-data akurat lebih mendalam terhadap permasalahan yang ada di lingkungan ponpes. Kemenag pun menggandeng Komisi Perlindungan Anak Indonesia (KPAI) dan aparat penegak hukum untuk menginvestigasi kasus pelecehan seksual di lembaga pendidikan. ""Agar kita mendapatkan data, mendapatkan pendalaman terhadap masalah yang ada, sehingga bisa melakukan mitigasi terhadap kasus yang ada,"" pungkasnya. Sebelumnya kasus pemerkosaan terhadap 13 santriwati terjadi di Kota Bandung membuat geger masyarakat. Pasalnya, kejadian itu berlangsung lama hingga para korbannya telah melahirkan di lingkungan pesantren tersebut. Dari perbuatan Herry Wirawan itu, para korban melahirkan sembilan anak. Hingga akhirnya pelaku dituntut hukuman mati dan kebiri."
790,Android 13 Akan Mudahkan Penggunanya Memindai QR Code,android-13-akan-mudahkan-penggunanya-memindai-qr-code,1/13/2022 3:55,"QR Code merupakan cara yang sederhana untuk mengirim atau menerima informasi, seperti tautan ke situs web ataua aplikasi namun beberapa prosesnya kerap rumit. Untuk Sekarang, menurut sebuah laporan, Android 13 akan membuatnya lebih mudah dari sebelumnya untuk memindai mereka ÔÇö dan langsung dari layar kunci Ponsel Anda. Kemungkinan fitur Android 13 dapat berupa sistem ÔÇØ Tap to TransferÔÇØ, yang bisa memudahkan pengguna saat meneruskan kontrol media misalnya seperti saat menyambungkan smartphone ke speaker pintar. Pada 2022, mungkin sistem operasi Android 12 masih tampak sangat segar di kalangan pengguna smartphone, tetapi kabar dari fitur yang milik Android 13 sudah mulai benar-benar masif sebelum masuk hari pertama. Tap To Transfer Seperti fitur yang sedang dalam proses pengembangan telah bocor untuk ke internet, Seperti kabar dari Android Police , yang mengungkapkan Fitur sederhana yaitu ÔÇ£Tap to TransferÔÇØ, yang tampaknya difokuskan pada kontrol media antar perangkat. Misalnya sekarang sistem control media seperti dapat memutar playlist musik di smartphone dan kemudian menyerahkan kendali daftar putar itu ke perangkat smartphone lainnya. Sebaliknya, Pengguna dapat memberikan kontrol ke perangkat pintar seperti smartphone ke speaker pintar, tablet, TV, atau apa pun smart device yang tersedia. Dari materi yang telah terlihat, kemungkinan sistem TTT alias ÔÇ£Tap to TransferÔÇØdi Android 13, akan mengandalkan NFC, ultra-wideband, atau keduanya. Jika demikian, ini akan bekerja sangat mirip dengan menggunakan fitur tap-to-pay untuk melakukan pembayaran. Namun perlu jadi perhatian bocoran tersebut masih dalam tahap awal untuk saat ini. Info dari Android Police yang┬á ┬ábersumber anonim ÔÇ£bisa jadi rujukanÔÇØ, pada dasar demo fitur, bukan kode sebenarnya. Dengan kata lain, Google bahkan mungkin belum tahu bagaimana kemungkinan fitur dari Android 13 ini akan bekerja ini hanya menguraikan seperti apa tampilan fitur tersebut. Tetap saja, ini bukan ide revolusioner. IPhone Apple sudah dapat melakukan ini dengan jajaran speaker pintar HomePod perusahaan itu, jadi Google hanya akan mencari cara untuk membuatnya lebih berbeda saat berfungsi dengan Android secara stabil."
